VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2011,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2012,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2013,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2014,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2015,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2016,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2017,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2018,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2019,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United Republic of Tanzania,2020,4.811467747,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2000,6.402737048,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2001,6.372759857,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2002,6.342782665,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2003,6.312805474,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2004,6.282828283,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2005,6.252851092,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2006,6.143369176,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2007,6.03388726,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2008,5.924405344,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2009,5.814923428,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2010,5.705441512,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2011,5.712609971,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2012,5.719778429,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2013,5.726946888,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2014,5.734115347,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2015,5.741283806,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2016,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2017,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2018,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2019,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,United States of America,2020,5.741283806,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2000,1.840882695,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2001,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2002,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2003,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2004,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2005,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2006,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2007,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2008,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2009,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2010,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2011,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2012,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2013,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2014,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2015,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2016,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2017,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2018,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2019,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uruguay,2020,1.840882695,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2000,111.973457277,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2001,112.093308778,%,E,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2002,109.85267035,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2003,107.612031921,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2004,105.371393493,%,I,False
Water use,Pressure on water resources,Agricultural water withdrawal as % of total renewable water resources,Uzbekistan,2005,103.130755064,%,E,False
